,,p4,2,38,3,2,5,1,2,5,4
p3,1,72,4,0,2,5,1,3,7
p8,1,45,6,3,0,2,1,6,4
p8,2,16,1,1,8,1,2,8,1
p4,1,4,8,1,0,2,2,3,6
p8,2,29,7,0,2,2,1,2,8
p3,1,40,0,0,0,11,9,2,0
p3,1,33,5,2,4,0,3,7,1
p7,1,38,2,1,5,3,3,8,0
p7,2,34,0,2,8,1,5,3,3
p3,1,22,3,0,1,7,2,8,1
p7,2,16,9,0,2,0,1,2,8
p3,1,17,7,0,1,3,2,3,6
p3,1,60,0,1,1,9,1,9,1
p4,2,14,4,1,0,6,3,8,0
p7,1,24,3,3,4,1,4,6,1
